text_a	text_b	damsl_labels	labels
I added them and I got 204	Ella and	sd	0.0
Ella and	She did 10 times 4 is 4o	sd	4.0
She did 10 times 4 is 4o	9 times 4 is 36	sd	4.0
9 times 4 is 36	Then Im guessing she did She went over here and did 76 times 76 plus 76 is 152	sd	4.0
Then Im guessing she did She went over here and did 76 times 76 plus 76 is 152	She did 152 plus 152 is 304	sd	4.0
She did 152 plus 152 is 304	She did 70 times 2 is 140 and 6 times 2 is 12	sd	4.0
She did 70 times 2 is 140 and 6 times 2 is 12	Added that together 152 and then she got 152 here	sd	4.0
Added that together 152 and then she got 152 here	I wrote 304	sd	3.0
I wrote 304	Yes because I did my estimate	sd	4.0
Yes because I did my estimate	I changed the 19 which Im guessing I should maybe take out maybe I might keep it	sd	4.0
I changed the 19 which Im guessing I should maybe take out maybe I might keep it	I changed it to a 20	sd	4.0
I changed it to a 20	First my estimate I did 2 times 4 is 8 8 times 4 is 32	sd	4.0
First my estimate I did 2 times 4 is 8 8 times 4 is 32	Times 20 and then I did this here	sd	4.0
Times 20 and then I did this here	Then I got 640 and for my actual problem I did 2 times 4 is 8 times 4 is 32	sd	4.0
Then I got 640 and for my actual problem I did 2 times 4 is 8 times 4 is 32	Then I changed it to 19 which was the students and then I did this	sd	4.0
Then I changed it to 19 which was the students and then I did this	Then I did 300 270 which got 570 plus 20 590	sd	4.0
Then I did 300 270 which got 570 plus 20 590	Plus 18 is 608	sd	4.0
Plus 18 is 608	Then I found that 608 and 640 are close together	sd	4.0
Then I found that 608 and 640 are close together	You should say take 640 even though it costs 608 so you get 32 back	sv	4.0
You should say take 640 even though it costs 608 so you get 32 back	Instead of going to 640 he could have just gone to 610 and that would have been easier 610 instead of 640	sd	1.0
Instead of going to 640 he could have just gone to 610 and that would have been easier 610 instead of 640	No I was just saying	sd	0.0
Luis and then Austin Luis can you come on up	I did one and four fourths	sd	4.0
I did one and four fourths	I did two wholes and onefourth	sd	4.0
Awesome do you want to share	Yes	b	0.0
Yes	What I did I one fifth	sd	4.0
What I did I one fifth	I added 11 to three and I got 24 and then I just left the bottom like we learned the other day and and I got	sd	4.0
Wow and what is that bottom called	Its called	sd	0.0
She said I mark the denominator is that what youre saying	Yes	b	0.0
Silas	Where did you get the number	sd	3.0
What do you want to add on or say	I did it differently	sd	1.0
I did it differently	I did	sd	0.0
Nick can you explain what you did	What I did I set at one threefifths  and then another and then another one yes	sd	4.0
What I did I set at one threefifths  and then another and then another one yes	It had onefifth	sd	4.0
Can you share what you did	I added one	sd	3.0
Heres one whole and heres one whole and then this would be three of them	I added all of those	sd	3.0
How are you	Good	ba	0.0
Good	How are you	qy	0.0
Im sorry theres so much	Female SpeakerThats all right	sd	0.0
I think everyone can do this	I think she did 210  45100   and then she said she did 310  45100  47100	sd	4.0
I think she did 210  45100   and then she said she did 310  45100  47100	I did that because 210 and then theres	sd	4.0
I did that because 210 and then theres	I said that it was 20100 in gold because 210 is 15 of 100 so that means that 20100 is 15 of 100	sd	4.0
I said that it was 20100 in gold because 210 is 15 of 100 so that means that 20100 is 15 of 100	Because thats easier because everything else is hundredths	sd	4.0
Because thats easier because everything else is hundredths	say is that the denominators werent the same	sd	4.0
say is that the denominators werent the same	You have 210 and then you have 45100 so you have to make them the same denominator to be able to add	sd	4.0
You have 210 and then you have 45100 so you have to make them the same denominator to be able to add	You have to turn this into hundredths which	sd	4.0
You have to turn this into hundredths which	How do you know	qy	2.0
How do you know	The same denominator	sd	3.0
The same denominator	You can only add the numerator together if the denominator is the same	sd	4.0
You can only add the numerator together if the denominator is the same	Okay	b	0.0
Okay	210  510	b	3.0
210  510	Yes	b	0.0
Yes	You need to have the same denominator to be able to add a fraction and get an equivalent	sd	4.0
You need to have the same denominator to be able to add a fraction and get an equivalent	You would change 210 to 20100	sd	3.0
You would change 210 to 20100	10	b	3.0
10	Yes	b	0.0
Yes	Okay	b	0.0
Okay	Check your answer	sd	0.0
Check your answer	I got 1110	sd	3.0
I got 1110	1 and 110	sd	3.0
1 and 110	Yes	b	0.0
Yes	That the denominators arent the same	sd	3.0
That the denominators arent the same	Sure	b	0.0
Sure	I did it 3 x 10 because I know that 3 x 10 gives me 30	sd	4.0
I did it 3 x 10 because I know that 3 x 10 gives me 30	I did 3 x 10 and then I got 30 and then I added the other to 90100 and then I got 1 and 20100	sd	4.0
I did 3 x 10 and then I got 30 and then I added the other to 90100 and then I got 1 and 20100	Yes	b	0.0
Yes	No	b	0.0
No	Dividing	aa	3.0
Dividing	10	b	3.0
10	9	b	3.0
9	Yes	b	0.0
Yes	Yes	b	0.0
Yes	Tuesday or Monday	sd	0.0
Tuesday or Monday	Terrific	sd	0.0
Terrific	No	b	0.0
No	Its at the start	sd	4.0
Its at the start	As you can see on the 20100 its at the Maybe it could be at the beginning	sd	4.0
As you can see on the 20100 its at the Maybe it could be at the beginning	It takes the bottom at the beginning whats higher at the wait no wait	sd	4.0
It takes the bottom at the beginning whats higher at the wait no wait	Youre going to have to divide 100 by 10	sd	3.0
Youre going to have to divide 100 by 10	Its 80 divided by 10	sd	3.0
Its 80 divided by 10	Yes	b	0.0
If you add 13  13 how much is that	Yes	aa	0.0
Were doing a whole class but thank you for checking	Youre welcome	sd	0.0
I want you to be listening for some key words that he says	I have the half because I know that  is 12 and then Ill get the third because the  its 13 each	sd	4.0
I have the half because I know that  is 12 and then Ill get the third because the  its 13 each	Then I found out that 1 13 would cover 12 and I know that 23 is not half	sd	4.0
Can you explain what you did there	I know that the other side is 12 and then I said it cant fit because theyll go over the half and it wouldnt fit because we only have 12 left	sd	4.0
Youre on The Price Is Right up now	The Price Is Right	aa	0.0
Owen can you share what really you could do	If we got it or if the	sd	2.0
Well one daughter will Is it clear shes going to keep half	Yes	b	0.0
Sebastian	I thought it would be 15 and then we can get 16 because	sd	3.0
How much is 26	13	b	3.0
Ryan what are you thinking	What you could do then is do that	sd	4.0
What you could do then is do that	Then just split it fairly among the two other sisters	sd	4.0
Then just split it fairly among the two other sisters	Yes those	sd	4.0
How much	The other half	sd	3.0
I have your paper right here	I knew that the oldest daughter got 12 and the two younger daughters got  13 so I have both 12 right here	sd	4.0
I knew that the oldest daughter got 12 and the two younger daughters got  13 so I have both 12 right here	This was 1 12s right here	sd	4.0
This was 1 12s right here	Instead of dividing it by 3 right here I  and I knew that this was 12	sd	4.0
Instead of dividing it by 3 right here I  and I knew that this was 12	When I did these two right here and I knew that these two daughters could share this	sd	4.0
When I did these two right here and I knew that these two daughters could share this	I thought that they would get 16	sd	4.0
The other two would get 16	Yes	b	0.0
Youre doing a little advice thinking here	No Im confused	sd	2.0
Youre confused	Yes	b	0.0
If she has 12 to share is there enough Were using too much land here	No because I wanted both of them here	sd	3.0
You want this	Yes	b	0.0
Does that anymore	Left over	sd	3.0
Well how much is left over	There would be 15	sd	3.0
Were almost done	Maybe instead of you doing Where did you	sd	0.0
Well does this work	No	b	0.0
Why not	Because this isnt	sd	0.0
Can you explain what you did	I tried a couple of different things  it will get 12 because turning your fraction into equivalent	sd	4.0
Did you get that somewhere	No	b	0.0
What denominator did you use	30	b	4.0
30	These turn to 5 and then these ones	sd	4.0
If I write them out like this what denominator did you use	I used 30	sd	3.0
What do you end up with	You get 6 x	sd	3.0
Mia can you share	When I first started out I thought that the oldest daughter will get 13 and the other two will get 18	sd	4.0
When I first started out I thought that the oldest daughter will get 13 and the other two will get 18	When we started to do the equation we found thats not	sd	4.0
Lucas did you write it down on your paper	Yes	b	0.0
Where its like Oh is it close to	Yes	b	0.0
What do you think Steven	I think yes because they match up with each other	sd	4.0
What part of the angle is actually bigger	The	sd	0.0
Youre going to quietly quickly go put your dry erase boards away	Okay	b	0.0
Right now I want you to take your body and I want you to face the board and I want you to make one rotation clockwise	Whee	sd	0.0
Now were going to go the opposite direction of the clock	Ten oclock	sd	0.0
Is anyone dizzy like Mrs Tolliver	Yes	b	0.0
Beep beep beep beep beep	Beep beep	sd	0.0
Then if I go another 90 whats 180  90	270	b	3.0
270	270	b	1.0
Can Asher do a 360 on a skateboard	Yes	b	0.0
Where would a halfturn be	What do you mean	qy	2.0
What do you mean	This	sd	3.0
Does that make sense	Yes	b	0.0
Now youre working at your group	Can I go back to that	sd	0.0
Pick out what pieces you need	Wedges	aa	3.0
The full would be the red	No	b	0.0
No	Full wedges	aa	3.0
I see youre trying to take these What is that	An alarm	sd	0.0
Compare it to what you did	What I did was I took my  fraction circle and I figured out how many whole ones I could wedge in there	sd	4.0
What I did was I took my  fraction circle and I figured out how many whole ones I could wedge in there	It was about three	sd	4.0
Thanks Victoria	It was this one I got a zero because I got a four and a half down there	sd	4.0
It was this one I got a zero because I got a four and a half down there	Yes	b	1.0
What did you think Asher	Nothing can fit in	sd	3.0
I dont really know what theyre looking for	Well I was revising my thinking	sd	0.0
Were you	Yes	b	0.0
Owen	Can I take my paper	sd	0.0
What if you use the yellow one	I already	sd	0.0
This is how much of the fourth wedge is inside the angle	I said there can only fit one because you cant put another one or because itd have to be half if there was another one	sd	4.0
What kind of angle is this and how do you know	about like angle	sd	0.0
about like angle	Right now I just want to say that the inside is  when youre saying yellow here  here its just very adjustable to the sun	sd	3.0
Who just had it up here with a piece	Owen	sd	0.0
Owen can I borrow someones paper with a yellow	Here	sd	0.0
Who can explain why using that wedge	I can explain because that makes about a right angle and this is  angle	sd	4.0
What did he say Zoe	He said the other one is also obtuse because its more than 90 degrees	sd	4.0
What did Dan say about this piece	Because it doesnt really look like a right angle	sd	4.0
Well is this a right angle	Yes	b	0.0
Do you want to add on Logan	I was just going to say	sd	0.0
Clockwise	Clockwise	sd	0.0
Counterclockwise	Counterclockwise	aa	0.0
Is it clockwise or counterclockwise	Clockwise	sd	3.0
Whose piece did	Thats	ba	0.0
What did she say Logan	Like all the angles have that	sd	3.0
Like all the angles have that	I think that separates the thing from the angles	sd	3.0
I think that separates the thing from the angles	Its like that thing where its going	sv	3.0
The arc	Yes but five and six its like outside of it	sd	3.0
Sebastian	Its an obtuse	sd	3.0
Dan how do we start math today	We started math with	sd	0.0
Julia	Nervous	sd	0.0
Can I have number Whos number 27	You are	aa	0.0
You are	I am	sd	0.0
You are	Yes	b	0.0
Then be prepared to share what you agree with and what you dont agree with and how could we revise it	I didnt really understand because I wasnt here for these parts	sd	2.0
Do you want to share what you got or how did you do it	What I did was The principal has several questions for	sd	0.0
What does the question say	I saw how much more of would it costs to hire tumblers and a singing group	sd	4.0
I saw how much more of would it costs to hire tumblers and a singing group	What I did is that I circled both of these and then I circled whats inside the row	sd	4.0
What I did is that I circled both of these and then I circled whats inside the row	I did 22 plus 16	sd	4.0
It takes a lot	What I was doing for right here was I was using it so that I could do the multiplication and get it through	sd	4.0
What I was doing for right here was I was using it so that I could do the multiplication and get it through	I took it from right here	sd	4.0
I took it from right here	How I did to get my estimate was I just noticed that this cant really be estimated except for this one	sd	4.0
How I did to get my estimate was I just noticed that this cant really be estimated except for this one	This one can be estimated	sd	4.0
Go ahead	Then after I got all those I started adding them up so that I could get my answer which is 528	sd	4.0
Tell me what you multiplied for tumblers	Then I started adding them up	sd	4.0
What youre saying is you did basically eight times three is 24 and you multiplied by 22	Yes	b	0.0
Did you do the same thing for the other one	No I didnt have the time	sd	0.0
Dylan	Because he added the eight performers and hours of entertainment and got 24	sd	4.0
Because he added the eight performers and hours of entertainment and got 24	Then did 22 hours times three because Put that down there and then he got He added them and got 528	sd	4.0
Move your clip up	What I did is before I did my problems I multiplied the first column times the cost	sd	4.0
What I did is before I did my problems I multiplied the first column times the cost	Here I multiplied the cost and the number for quantity and I figured out that the same group was 48 because this one doesnt say it would do the hours	sd	4.0
Here I multiplied the cost and the number for quantity and I figured out that the same group was 48 because this one doesnt say it would do the hours	I would add in the hours if it said like packages or hours	sd	4.0
Owen	I agree and disagree because when I did this I added and I multiplied 8X22 then I did that answer from	sd	1.0
I have one friend who did 8X3 then did times 16 is it the same thing if you 8X22 Oh sorry Ive put the wrong one	8X3	b	3.0
Its true Logan why would I get the same answer doing it this way or this way	Because theyre basically the same number we just did a different order	sd	4.0
Right now when were looking at this did everybody bring a pencil	Yes	b	0.0
Owen what are we multiplying	I did 63X3	sd	3.0
For the singing	Yes	b	0.0
Can you explain how you got 63	I did 4X16 then I did that times 3	sd	4.0
Would that work	Yes	b	1.0
Would it be possible to keep it as three	Yes	b	0.0
Could you still do it easily in your head	Yes	b	0.0
What can we round to	keep it as four	sd	3.0
Can everybody do 20X20	Yes	b	0.0
Can I have a friend read that out loud Julia can you please read it	How much would it cost to buy the burritos and the sandwiches	sd	0.0
What key words did you hear	How much	sd	3.0
Put it under that camera and compare yours to Julias to see if you agree or disagree and why	For this one I did 13X3 equals 39 theyre the burritos and then I did 18X6 up here and I equaled 108	sd	4.0
For this one I did 13X3 equals 39 theyre the burritos and then I did 18X6 up here and I equaled 108	That was for sandwiches	sd	4.0
That was for sandwiches	For the sandwiches	sd	4.0
Can we label the sandwiches	Then I did 100 andthen I added wait	sd	3.0
Did you add these two numbers	What I did was I did  and then I did 18	sd	0.0
What I did was I did  and then I did 18	Then I got 857	sd	3.0
Then I got 857	Because	sd	0.0
Are you doing a little revising right now	No Im not supposed to have the eight here I dont know how you do that	sd	2.0
No Im not supposed to have the eight here I dont know how you do that	I got 57	sd	3.0
Can you explain how you got 57	I dont think it was right but I did a I thought that I was going to do 39 and 108X39 but then I just realized that doesnt equal 57 that	sd	4.0
Look at your own	What I did is so this is for the burritos	sd	0.0
What I did is so this is for the burritos	I did 8X3 which is 8X3	sd	3.0
No down here	The 8 times and the 3 because theres eight	sd	4.0
The 8 times and the 3 because theres eight	Theres 3 for each	sd	4.0
Okay	so I do that and then I did times 13 because there may be 13 packages	sd	4.0
so I do that and then I did times 13 because there may be 13 packages	Then for the sandwiches I did 3X18 because 5X6 is 30 and then times 18 because there was 18 packages	sd	4.0
Whatd you get for your answer	81500	b	3.0
What did you get	852	b	3.0
Was anyone thinking something at the beginning but now you realized what Sebastian do you want to share	Yes well at first I thought that you would include the hour but now that Ive seen everyone come up and	sd	1.0
Riley Riley not right now	explain their answers I figured out that you have to add the hours	sd	1.0
I dont know Im going to have you go get started with your partner	garden has an area of 450 square feet	sd	0.0
garden has an area of 450 square feet	On one side is 9 feet long how long is the other one	sd	0.0
On one side is 9 feet long how long is the other one	You have the area	sd	3.0
You have the area	It said that one side was nine	sd	3.0
It said that one side was nine	Something I would like to add is we have the area	sd	1.0
Something I would like to add is we have the area	multiply the	sd	3.0
multiply the	When you target the area and the  the area and basically divide	sd	4.0
When you target the area and the  the area and basically divide	Then if theres a zero on that area you act on the  just like yesterday but it involves a shape	sd	4.0
Then if theres a zero on that area you act on the  just like yesterday but it involves a shape	Its basically a division problem from yesterday but just with the rectangle	sd	4.0
Its basically a division problem from yesterday but just with the rectangle	What was it	sd	2.0
What was it	It was	sd	0.0
It was	Because they know 9	sd	1.0
Because they know 9	Lengthwidth	sd	3.0
Lengthwidth	We could  side by taking out the zero and	sd	3.0
We could  side by taking out the zero and	Connor	b	0.0
Connor	I dont	sd	0.0
I dont	I did nine divided by 72 equals eight	sd	4.0
I did nine divided by 72 equals eight	Then I added the zero on the next one  nine divided by 728	sd	4.0
Then I added the zero on the next one  nine divided by 728	I added two that equaled 20	sd	4.0
I added two that equaled 20	Then I added 700 more and then 720	sd	4.0
Then I added 700 more and then 720	Then I split half of that	sd	4.0
Then I split half of that	Wed didnt really do any	sd	0.0
Wed didnt really do any	Yes	b	0.0
Yes	When you divide the bigger number youre supposed to	sd	3.0
Go ahead	Wait this is 21 fifths	sd	3.0
Wait this is 21 fifths	Oh	b	0.0
Oh	Beep beep	sd	0.0
Beep beep	Owen	sd	0.0
Owen	Yes we came up with 48 and the blue one was the one that weighed more and it weighed more by 48 but we did a different problem	sd	3.0
Yes we came up with 48 and the blue one was the one that weighed more and it weighed more by 48 but we did a different problem	What I did was when I saw that 28  I first thought it will be the black ones because I saw all that red and I thought it would be one fraction first for the blue one and I saw except Im reading it and I found that the blue one but I didnt know how many patterns  once more	sd	4.0
What I did was when I saw that 28  I first thought it will be the black ones because I saw all that red and I thought it would be one fraction first for the blue one and I saw except Im reading it and I found that the blue one but I didnt know how many patterns  once more	So I did my number model and I wasnt sure what type of model I was going to do so I did this first so I can get my answer and know that I could do my model and get the right answer so I do my two and 18 and I subtracted my one and 58 I subtracted by four then five	sd	4.0
So I did my number model and I wasnt sure what type of model I was going to do so I did this first so I can get my answer and know that I could do my model and get the right answer so I do my two and 18 and I subtracted my one and 58 I subtracted by four then five	Because I know that I can subtract 18 minus 58 so I took one over here then made it eight eights and the  because I can subtract the 58	sd	4.0
Because I know that I can subtract 18 minus 58 so I took one over here then made it eight eights and the  because I can subtract the 58	I did the same thing with Sebastian I took away one of them to make 28 because  subtract 18 from 58	sd	4.0
I did the same thing with Sebastian I took away one of them to make 28 because  subtract 18 from 58	This is the blue backpack theres one pound two pounds and one eight minus one pound and five eights and then	sd	4.0
This is the blue backpack theres one pound two pounds and one eight minus one pound and five eights and then	Shamila whole backpack weighed 10 and 14 pounds	sd	0.0
Shamila whole backpack weighed 10 and 14 pounds	Before leaving for school she added one subject notebook	sd	0.0
Before leaving for school she added one subject notebook	Now her backpack weighs 11 pounds how much does the one subject notebook weigh	sd	0.0
Now her backpack weighs 11 pounds how much does the one subject notebook weigh	The first thing that I did was I did  then I did minus 10	sd	3.0
The first thing that I did was I did  then I did minus 10	Yes	b	0.0
Yes	because we already had 11	sd	4.0
because we already had 11	No  so I started off with 10 and 14 because I  off with and then I looked at it and I thought it was one then I worked with 1 and 34 because I was just added up like yours I got 11	sd	4.0
No  so I started off with 10 and 14 because I  off with and then I looked at it and I thought it was one then I worked with 1 and 34 because I was just added up like yours I got 11	Well I realized that it was wrong to me  because that wasnt cool	sd	3.0
Well I realized that it was wrong to me  because that wasnt cool	Thank you	aa	0.0
Thank you	I did  and one was minus 10 one was because 11 people say  and then	sd	4.0
I did  and one was minus 10 one was because 11 people say  and then	When mine is 11 we took the one and made it 44	sd	3.0
When mine is 11 we took the one and made it 44	That its much easier to	sd	0.0
That its much easier to	Once you notice that you have ten	sd	3.0
Once you notice that you have ten	Not on the	sd	0.0
Guys when I grade your first quiz on this you cant be like last years class	Whatd they do	sd	2.0
Is that bothering you	Yes	b	0.0
Wait passed through it on the ground or in the air	On the ground	sd	3.0
What if you just drove through the State does that count	No	b	0.0
I wrote mine 28	even if we only go	sd	0.0
I counted Georgia and I was only in it through the airport	Hey mister	sd	0.0
Yes	I went to the fourth corner	sd	3.0
Sajid youre struggling	I cant remember	sd	0.0
And youre struggling	Thats true	aa	0.0
Colorado	Whos Samantha	sd	0.0
Tomorrow were not learning anything new because theres something else going on	A quiz	sd	0.0
No	A test	sd	0.0
Im pretty sure its the government	If you grade our reading test we dont have to do the next one right	sd	0.0
You now have basically two and a half hours	Two and a half	sd	0.0
Im going to show you on the next slide what all of that means	Wait so we can do	sd	0.0
You want to go to the data	Yes	b	0.0
Is this the screen you want me to leave it on	Yes	b	0.0
Christian is that a 13 or a 12	Thats a 13	sv	0.0
I guess I could memorize all of your birthdays	When is my birthday	sd	0.0
I could find out but Im not going to tell you	Take a guess	aa	0.0
February 13th	Nice	aa	0.0
Nice	That was close	sd	0.0
That was close	It isnt that month another date	sd	0.0
It isnt that month another date	Do you know what year though	sd	0.0
Well if youre a freshman it means youre going to turn 14 right	Yes	b	0.0
That means it would have been 14 years ago so 2006	Yes	b	0.0
Yes	Oh my God youre good	ba	0.0
Oh my God youre good	Shes 13	sd	0.0
Shes 13	What do you mean	qy	0.0
What do you mean	She	sd	0.0
All right you know what to do	Yes	b	0.0
Do it then	I am	sd	0.0
I am	Im trying	sd	0.0
Im trying	Im doing it Im doing it	sd	0.0
Im doing it Im doing it	Yes	b	0.0
Yes	thats supposed to be 14	sd	3.0
thats supposed to be 14	No its not really 14	sd	0.0
No its not really 14	Can we go back to that just once	sd	0.0
Can we go back to that just once	Okay whats the final number	sd	2.0
Okay whats the final number	You have it on your paper	sd	1.0
You wrote it down on your white paper right	What white paper	sd	2.0
You were supposed to write the State data down here	Yes but I didnt get all the	sd	0.0
Adriana are you good from this page now	Yes thank you	aa	0.0
Where are you putting all of these numbers	In the white paper	sd	3.0
Do you have a one	Yes	b	0.0
Remember youre still being recorded	I know	aa	0.0
I know	Its none of my problem	sd	0.0
Its none of my problem	No	b	0.0
No	Wait what did you get	qy	2.0
Wait what did you get	What is it	sd	2.0
What is it	Four or five	sd	2.0
Four or five	45	b	3.0
45	45 45 45	sd	3.0
so carefully going from the outside like this	So the mean is number 9	sd	3.0
No the median is	I did that	sd	0.0
I did that	Done	b	0.0
I think you should be beyond the first paper now	I need your help	sd	2.0
All right you should be beyond the first page pretty quickly here guys	ready	sd	0.0
ready		b	3.0
Next week are we going to all participate	Im not done	sd	0.0
Im not done	You want the answers or not	sd	0.0
Tuesday then you can have hot chocolate twice	Really	aa	0.0
I mean youre going to really walk around all day in ski boots	Sure	b	0.0
Sure	Wait	sd	0.0
Wait	How do you sign up for	sd	0.0
Hey guys is anybody going to make a dodgeball team	No	b	0.0
Theres a dodgeball tournament you could make  Should we make aSSdodgeball team	Yes	b	0.0
Yes	No	b	0.0
No	Wait	sd	0.0
Wait	No I cant throw	sd	0.0
No I cant throw	Never mind	sd	0.0
I think its due today	I would play but	sd	0.0
Can everybody in here do all 10 of those things	Yes	b	0.0
Can everybody do a box and whisker plot	Yes	b	0.0
Has anybody ever talked about a histogram before	Yes	b	0.0
It was purple in case youre having trouble finding it	Do you want this	qy	0.0
Do you want this	Do you want this	qy	0.0
Just put on this table right here	Is this the worksheet	sd	0.0
Looks like Mark according to you guys is not showing up anymore right	I know	aa	0.0
How many people actually did their box and whisker plot yesterday or last night for homework	No	b	0.0
No	It was homework	sd	0.0
I thought most of you got it done in class	Tomorrow	b	0.0
Great question	Its more timeconsuming	sd	0.0
Are you hitting that with your head	Yes	b	0.0
If they dont it might be that I made a mistake it might be that you made a mistake but its probably you	I know  I dont know whare I went wrong	sd	2.0
Kumar say it again	Can I just read both of them or just one of them	sd	0.0
Just read one of them	All right	aa	0.0
You said last years class has a bigger outlier than this years	Yes	b	0.0
Where did you see that	The 192 and 142 is higher apart from the 159 167 or something	sd	3.0
This was Zoe right	Yes it was probably	sd	0.0
Do you think Zoe was an outlier	Yes	b	0.0
Is he far enough away from the data to be considered weird	No	b	0.0
Were not calling Zoe weird	Yes we are	sd	0.0
Dont tell anyone	Watch him walk in and be like Hey man youre weird	sd	0.0
One of the things were going to learn next week is how weird do you have to be to be considered an outlier	Very weird	sd	3.0
For right now do you think Zoe maybe is an outlier	No	b	0.0
This was Jeanie right	Yes	b	0.0
Do you think Jeanie was an outlier	Wait I know her	sd	0.0
Youre the tallest person in here do you think youre an outlier	No	b	0.0
Is Cooper weird enough compared to the rest of the data to be considered an outlier	No	b	0.0
Does anybody agree or disagree with that	Agree	sd	1.0
If you look at how far spread out the data is is last years data way more spread out	Yes	b	0.0
If we lined last years class up from the smallest kid to the biggest kid will there be more of a difference between the shortest and the tallestSthan this year	Yes	b	0.0
Okay	Last years minimum height was smaller than this years minimum height	sd	3.0
Should we go find Jeanie and remeasure her	Yes	b	0.0
Maybe she got shorter	Yes it could happen I guess	sd	0.0
Ellis whatd you say	I said they hit their growth spurt earlier	sd	3.0
Okay why do you think they hit their growth spurt earlier	Because of Puberty	sd	3.0
Do you want to come up here and show me what youre talking about	Sorry	aa	0.0
Ill stand over here because Im not sure where youre pointing at	Honestly I dont know what Im also pointing at	sd	2.0
Which class do you think on average was taller than the other class	Ours	sd	3.0
I heard both	Ours	sd	3.0
Why do you think this years class is taller	Theirs seems	sd	0.0
I like that	Just look at the median and figure out the difference between	sd	3.0
Our middle person was 171 right	Yes	b	0.0
Whose middle person was taller	Ours	sd	3.0
While I pass out your note catcher I want you guys to turn and talk what does that make you think of	History Instagram	sd	3.0
Somebody tell me what does the word histogram make you think of	Like a graph	sd	3.0
Like a graph	History and graph put together	sd	1.0
History and graphing put together	Or history not like I don t know	sd	0.0
Is a histogram have anything to do with history	No	b	0.0
No	Yes	b	1.0
Bar graph okay	It is an art	sd	0.0
It is an art	Yes art	sd	0.0
Ways in which theyre the same and ways in which theyre not	Im writing them down now	sd	0.0
No use your head and your notes	Thats good advice	ba	0.0
I wont take that away from you	Everything here is provided which is interesting	sd	3.0
Ill share with you guys the data that I get from it	You will	sd	0.0
Tell me a way in which these are the same as that	I don t know how to do that	sd	2.0
You don t have what	I don t know how to start explaining	sd	2.0
What are you saying	Im looking and this one has numbers in a number and then this one its just Oh wait a minute	sd	3.0
No rectangles right	That ones obvious	sd	0.0
That ones obvious	I know	aa	0.0
When you make a histogram do you make bars to make the histogram	No	b	0.0
Is it a true statement to say that theyre the same because they both have bars	No ones shaded different the other one is not	sd	3.0
What do you mean by that	Theyre actually separated	sd	3.0
Theyre actually separated	The histograms are all together	sd	3.0
Theyre touching each other like that	Yes	b	0.0
Whats another same	Histograms	sd	3.0
Oh height of the bar	Yes  obvious	sd	0.0
You guys need to be quiet when were trying to have a class discussion with me and somebody else so you can hear what they say	The histograms are not accepted	sd	3.0
The histogram doesnt use all of the numbers	They use it but Theres not accepted	sd	3.0
Lets see if that comes out in some of the other things were talking about	They both	sd	0.0
This one starts at 0	I cant see that	sd	0.0
Whats on your page	Oh I can see it	sd	0.0
Whats another way that theyre different	The one on the right seems like mean and mode and whatnot	sd	3.0
Oh so for histogram were going to get mean mode and those kind of things	Yes	b	0.0
Guys theres one essential difference that Im not hearing yet	I don t know how to word it	sd	0.0
What do you mean by that	The one saying basketball gymnastics soccer tennis and then the other one s numbers	sd	3.0
If I said right now I went around and did this and I said  Celeste whats your favorite color	Black	sd	0.0
What kind of data is it going to be	A bar graph	sd	3.0
If I ask you whats your favorite color I heard black I heard pink I heard yellow I heard black	Blue	sd	0.0
You want a blue up here just so blue doesnt feel left out	Yes	b	0.0
Were going to get	Someone s 13 here	sd	0.0
Someone s 13 here	Yes	b	0.0
Yes	Thats crazy	ba	0.0
Thats crazy	Me	b	0.0
Me	Youre 13	sd	0.0
Youre 13	Years old	sd	0.0
Years old	Yes	b	0.0
What are these things	Numbers	aa	3.0
Which one of these would I make a bar graph out of	Words	aa	3.0
Words	Words	aa	1.0
If you go out and you ask people a question that they respond to you with a number youre going to use a histogram	Oh my gosh	ba	0.0
Oh my gosh	I just	sd	0.0
If youre not neat when you make it it totally destroys the purpose of making a display because you need to have neat numbers	Thats 73 exactly	aa	0.0
I went around to the commons this morning and I just asked people how much money was in their pocket	No you didn t	qy	0.0
Yes I did	You never asked me	sd	0.0
This kid who had 10 on him should he go in the 010 bar or in the 1020 bar	Ten to twenty	sd	3.0
Where does this kid go	Between 10 and 20	sd	3.0
Where does this kid go	Ten to twenty	sd	3.0
Where does that kid go	Same thing the top	sd	3.0
Where does the 26 kid go	Same thing	sd	3.0
Do you get different shapes depending on what you count by	Yes	b	0.0
What if I made it be just one big bar	You got to get estimate	sd	3.0
Is that a very interesting histogram	Yes	b	0.0
Could you go like this and count off by ones	You could	sd	3.0
You could	It will take forever	sd	3.0
I went to PetSmart last night and I looked at the fish tanks and I counted how many fish were in each of the fish tanks	Did you really	aa	0.0
You have three different ones	I bet Im right	sd	0.0
Yes	is wrong	sd	0.0
is wrong	Im guessing the answer is wrong	sd	3.0
Are you accusing me of making a mistake	more addition or subtraction problems	sd	0.0
Ready to do all of them	No	b	0.0
Okay lets get to that one	Three	sd	3.0
Are we good on all 11 of them	Yes I havent done the ACT ones	sd	0.0
Did somebody move it	Someone has to steal the necklace	sd	0.0
Who is stealing the necklace	I was hoping it was like some facial recognition thing and I can hold a picture of you on my phone  spins towards the wall or something	sd	0.0
