text_a	text_b	labels
and then I did four times 1 bills	I added those up together	4.0
I added those up together	and then I got 74	4.0
How is it going to be different	Solving a twodigit number	3.0
Yes instead of doing two digits by one were doing two digits by	Two	3.0
I want to see who can find a vocabulary word that weve used before on this paper	Partitioned rectangles	3.0
What else	Strategy	3.0
The first one we know six times eight is	48	3.0
Okay the next one we know six times four is	24	3.0
We know nine times nine is	81	3.0
Dennis	20 has just a zero	3.0
Can you draw your rectangle	Yes	0.0
Do you remember how to do that the other day	Yes	0.0
We think of is there anything to decompose in 20	No	0.0
Its just another extra step or two	Okay	0.0
Do you have any idea how to do it this way	I do	0.0
20 x 4	Yes	0.0
Remember youre talking about number one	Oh	0.0
Talking about number one	Okay	0.0
Everybody share with a lot	I know its 40	4.0
I know its 40	Three is  600 and then 4 x 2080 but 4 x 28 and then I saw one zero and then 180	4.0
Three is  600 and then 4 x 2080 but 4 x 28 and then I saw one zero and then 180	20 x 34 would equal 680	4.0
Can everybody share what you got	I cannot see where is the	0.0
Did you guys solve with the same way	Yes I have	1.0
Did you get the same answer Miles	Yes	1.0
Does anybody know how to do a partial product with the second one	No one	0.0
Has anybody tried it out	I tried it and I didnt even get the	0.0
Ill try it again	Okay	0.0
All right James	I got 600 because	4.0
I got 600 because	30 x 20 is 600	4.0
30 x 20 is 600	Okay 3 x 2 is 6 and then I add the two zeros	4.0
Okay 3 x 2 is 6 and then I add the two zeros	I got 80 by 20 x 4 which is 80	4.0
I got 80 by 20 x 4 which is 80	Then 0 x 4 is 0 and 0 x 30 is 0 and then I got 60	4.0
Carter	8 x 6	3.0
6 times what	30	3.0
Mason what do we do with the two twodigit numbers	What you do with the two You have to bring them up	3.0
Everybody say Decompose	Decompose	0.0
What do you think Jaden	We used two strategies	3.0
We used two strategies	It was column addition and then the partition rectangles	3.0
This is column addition making sure we add up everything correctly and have them lined up but what really is this	The partial product	3.0
Look here everybody say 30 x 20	30 x 20	0.0
Whats 30 x 8	240	3.0
What is 3 x 30	90	3.0
Whats 3 x 8	24	3.0
Raise your hands if you like to start with this one first	Yes	0.0
What is 40 x 50	200	3.0
doing that its pretty frustrating	100	3.0
Then were going to do 2 x 6 is 12 and if I add them up 552	I thought we got it	0.0
Were going to take 20 times what	30	3.0
What am I going to do next	30 x 4	3.0
Ava make sure you write this out so you know	Do we have to use the rectangle	0.0
30 x 60 30 x 4 and Im going to take 2 x 60 and 2 x 4	4	3.0
Be prepared to explain with a partner	Come on	0.0
Yes	That s what I explained	0.0
That s what I explained	They didn t look all correct	0.0
30 times	Perhaps two	3.0
No	30 x 20	3.0
Can you draw your partition rectangle	Yes	0.0
You can add on you can justify your answer you can revise your thinking all right go	On the six here what I think he did wrong is that he got to do	0.0
Doing that one	There are two right	3.0
There are two right	I said that they re correcting	0.0
Do you want to come over and talk with this group	I agree with you because  agree with	1.0
I agree with you because  agree with	You could just add on to this	3.0
What do you think	I know it 30 and 20	3.0
I know it 30 and 20	203	1.0
Did you guys all get the same thing	20	3.0
20	Presentation that we agreed on	1.0
Very good	300	3.0
300	400	3.0
400	600	3.0
Maybe share the star of what you starred here	What I starred was I meant most about this part I starred there	3.0
Why did you star that	I starred that because I feel like I did the explaining and everyone in my group did it pretty close explanation	4.0
Can you share what you thought the mistake was	I thought the mistake was him leaving out the zeros and three because he did 3 x 20 and there s no 3	4.0
I thought the mistake was him leaving out the zeros and three because he did 3 x 20 and there s no 3	There s a 30 and a 30	4.0
He said three was just	Three	0.0
Is it in the ones place	No	0.0
Does everybody agree with Mason on that point	Yes	1.0
Maybe you have something else to share	Also that the three and the 20 should be 30 x 20	1.0
James I see that you didn t put your partition rectangle but what did you do here	I did the partial products	3.0
Who did a partition rectangle that they want to share	I did	0.0
What	I did a partition rectangle	0.0
Anybody think something Charlotte can you come up and share what you were thinking	Yes but it doesn t have a partition rectangle	0.0
Can you explain	The three and the times 20 is wrong because they re supposed to be zeros and not just a plain old three	4.0
The three and the times 20 is wrong because they re supposed to be zeros and not just a plain old three	It s supposed to be a zero and a 20	4.0
It s supposed to be a zero and a 20	I found that same thing with 30 and eight	4.0
Awesome give Charlotte a power clap one two three clap	I just saw something on her work and it said it s eight in the one s place but it had 80	1.0
In which work	Yes she put an 80	1.0
Charlotte can you bring it up real quick	Yes	0.0
All right your job is to use some partial products can you do a rectangle if you need to	Yes	0.0
Do you think you know the formula for perimeter	Length plus width plus width plus length	3.0
Everybody read that with me	I can find the area when the perimeter and only one side length are known	0.0
Everybody tell me the formula for area	Length times width	3.0
Do we know the width	No	0.0
Yes	Yes	0.0
Hey Louie what did you get	330300	3.0
Right James	I got 3303 because I did 367 because thats the length	4.0
I got 3303 because I did 367 because thats the length	I got 734 so I know what the length is	4.0
I got 734 so I know what the length is	Then I did 752 which is the perimeter minus 734 to equal 18 then I divided that by 2 to get 9 so I know that theres nine on each width	4.0
Then I did 752 which is the perimeter minus 734 to equal 18 then I divided that by 2 to get 9 so I know that theres nine on each width	Then I did 367 x 9 to get 3303	4.0
Jaden you did too you did the same thing	Yes	1.0
What did James do at the beginning Mila	He knew that in the perimeter was 752 and to get the perimeter you have to add up all the sides to get the same length so if you add those	1.0
If this is 367 the other side is going to be	367	3.0
Now can I do area on step one	No	0.0
Louie what did he do	He added 3  up together and then he did minus of the perimeter and then minus 752734 and he got 18	1.0
Who thinks they can summarize step number three and share step number three Jaden	James did 18   9  2	1.0
Why did he do 18   2	Because he got 18 x 2 and we all know 18 is the product of 9 x 2	1.0
I see what strategy did you use for multiplication	Partial	3.0
Did you get it right Louie	No	0.0
What did you do at the beginning	What I did is I added 357 twice and I got 734	4.0
What I did is I added 357 twice and I got 734	Then I added up to 752 and got 18	4.0
Then I added up to 752 and got 18	Then I knew that each side was 9 and then I did 9 x 367 and did 300 9 times and got 2700	4.0
Then I knew that each side was 9 and then I did 9 x 367 and did 300 9 times and got 2700	Then I messed up on 60 9 times I had those and I actually got 440 instead of 540	4.0
Then I messed up on 60 9 times I had those and I actually got 440 instead of 540	Then I did 7 x 9  63	4.0
Then I did 7 x 9  63	Then I added those together and got 3000	4.0
Joey	I would put the 9 on the bottom instead of the 5	3.0
Mila	I would also put the 9 at the ones	1.0
What is something that maybe you could think about for next time	Maybe	0.0
Do you see the one two three and four	List the steps	3.0
You had that right	Yes I got this	0.0
Yes I got this	I added 367  367  734	4.0
I added 367  367  734	I thought that times were 18 so I had 18	4.0
How did you get the 18 over here	When I got this I got 18 so I got both side for 18	4.0
When I got this I got 18 so I got both side for 18	Thats how I got the	4.0
What are you going to do next time if you have the perimeter	Try to split them in half	3.0
Were going to also look at this second part which is finding areas by subdividing	I dont think I can ever stop counting on that like 507	3.0
Okay come on over have a seat	He keeps on doing it	0.0
What is this compared to Are they the same	No	0.0
Jaden	That one isnt a complete square  complete rectangle	3.0
Knowing how to add things up but something I noticed if I were to complete this rectangle would I know my length and width	Yes	0.0
Hillary whats the length	The length is the three	3.0
Holly	10	3.0
The length is 10 whats the width Charlotte	Seven	3.0
What is the width	Six	3.0
So everybody add up seven	Seven	0.0
What is that	Nine	3.0
Plus three	12	3.0
Plus four	16	3.0
Plus 10	26	3.0
Plus six	32	3.0
Beep beep beep beep	Beep beep	0.0
Mila what are you thinking about this rectilinear figure	You would have to divide it from  You would have to cut that part out then add two together	4.0
What is two times three	Six	3.0
What would be the area	53	3.0
53	54	1.0
Whats something that helped you when you thought about this problem	You break it up into steps	3.0
Who were you talking to	Eli	0.0
Joel do you have something to add	50 x 6  350	4.0
Eli do you want to share what he did to get 50	He got the 300  500 6 times then he got	1.0
Were you saying at the end thats how he got 50	Yes	0.0
Kennedy do you want to share how you got 50	I knew 10 x 5 was 50 and then 5 x 6 is 300 so 300 and it would be 50 off	4.0
I knew 10 x 5 was 50 and then 5 x 6 is 300 so 300 and it would be 50 off	The answer would be 50	4.0
Mason	Have the dollar sign	3.0
Its always good to learn from other peoples mistakes and how they did it	We still got to do	0.0
Its okay	Can I just leave it	0.0
Rynn what would be one	We need to highlight 19 violin students	3.0
Another piece Chase	Each violin has four strings	3.0
Charlotte	The strings are two each	3.0
Christine	They come in a set of four	3.0
Do you see something else I should highlight Ella	He wants to buy two sets of strings for each student	3.0
Then the last part would be what Charlie	How much money	3.0
If you look Beep beep beep	Beep beep	0.0
Ava	200	3.0
Pay attention because I Pay attention	What I did is I solved that on the problem that it comes in four sets and each string cost 2	4.0
What I did is I solved that on the problem that it comes in four sets and each string cost 2	I added four times two is eight but he buys two so 16 on each student	4.0
I added four times two is eight but he buys two so 16 on each student	Then I did 16 times 19	4.0
Then I did 16 times 19	Then I did 10 times 10 is 100	4.0
Then I did 10 times 10 is 100	Then 10 times 60 is 60	4.0
Then 10 times 60 is 60	Then nine times  Yes	4.0
Then nine times  Yes	10 times 6 is 60	4.0
10 times 6 is 60	9 times 10 is 90	4.0
9 times 10 is 90	9 times 6 is 54	4.0
9 times 6 is 54	I added them and I got 204	4.0
Jaden who did you talk with	Ella and	0.0
With zero voices	She did 10 times 4 is 4o	4.0
She did 10 times 4 is 4o	9 times 4 is 36	4.0
9 times 4 is 36	Then Im guessing she did She went over here and did 76 times 76 plus 76 is 152	4.0
Then Im guessing she did She went over here and did 76 times 76 plus 76 is 152	She did 152 plus 152 is 304	4.0
She did 152 plus 152 is 304	She did 70 times 2 is 140 and 6 times 2 is 12	4.0
She did 70 times 2 is 140 and 6 times 2 is 12	Added that together 152 and then she got 152 here	4.0
Ella what did you arrive at for your answer	I wrote 304	3.0
I see the word estimate here	Yes because I did my estimate	4.0
Yes because I did my estimate	I changed the 19 which Im guessing I should maybe take out maybe I might keep it	4.0
I changed the 19 which Im guessing I should maybe take out maybe I might keep it	I changed it to a 20	4.0
I changed it to a 20	First my estimate I did 2 times 4 is 8 8 times 4 is 32	4.0
First my estimate I did 2 times 4 is 8 8 times 4 is 32	Times 20 and then I did this here	4.0
Times 20 and then I did this here	Then I got 640 and for my actual problem I did 2 times 4 is 8 times 4 is 32	4.0
Then I got 640 and for my actual problem I did 2 times 4 is 8 times 4 is 32	Then I changed it to 19 which was the students and then I did this	4.0
Then I changed it to 19 which was the students and then I did this	Then I did 300 270 which got 570 plus 20 590	4.0
Then I did 300 270 which got 570 plus 20 590	Plus 18 is 608	4.0
Plus 18 is 608	Then I found that 608 and 640 are close together	4.0
Very close	You should say take 640 even though it costs 608 so you get 32 back	4.0
Joel do you have something to add	Instead of going to 640 he could have just gone to 610 and that would have been easier 610 instead of 640	1.0
Is that what you did	No I was just saying	0.0
Why did she get four fourths and four fourths Tae	She  two wholes	1.0
Luis and then Austin Luis can you come on up	I did one and four fourths	4.0
I did one and four fourths	I did two wholes and onefourth	4.0
How did you know theres two wholes	Because  so I knew that two was two wholes	4.0
Awesome do you want to share	Yes	0.0
Yes	What I did I one fifth	4.0
What I did I one fifth	I added 11 to three and I got 24 and then I just left the bottom like we learned the other day and and I got	4.0
Wow and what is that bottom called	Its called	0.0
She said I mark the denominator is that what youre saying	Yes	0.0
Silas	Where did you get the number	3.0
What do you want to add on or say	I did it differently	1.0
I did it differently	I did	0.0
Nick can you explain what you did	What I did I set at one threefifths  and then another and then another one yes	4.0
What I did I set at one threefifths  and then another and then another one yes	It had onefifth	4.0
Can you share what you did	I added one	3.0
Heres one whole and heres one whole and then this would be three of them	I added all of those	3.0
Do you have an equation written down	For the two and threefifths I did five plus five for those two wholes I got 10 and I did threefifths  thirteenfifths and then I did one and onefifth so fivefifths plus onefifth and I got sixfifths and then I added those together to get nineteenfifths	4.0
How did you know it was three and fourfifths	Because five plus five plus five is 15 and the 19 is	4.0
What is one plus one plus one	Three	3.0
Landon what do we do	The ones are whole and the ones that read isnt whole it would be	3.0
How are you	Good	0.0
Good	How are you	0.0
Im sorry theres so much	Female SpeakerThats all right	0.0
Dylan can you share what Stella did	I think she did 210  45100   and then she said she did 310  45100  47100	4.0
I think she did 210  45100   and then she said she did 310  45100  47100	I did that because 210 and then theres	4.0
Can you share	I said that it was 20100 in gold because 210 is 15 of 100 so that means that 20100 is 15 of 100	4.0
Why did you change it to hundredths	Because thats easier because everything else is hundredths	4.0
come on up	say is that the denominators werent the same	4.0
say is that the denominators werent the same	You have 210 and then you have 45100 so you have to make them the same denominator to be able to add	4.0
You have 210 and then you have 45100 so you have to make them the same denominator to be able to add	You have to turn this into hundredths which	4.0
he said was they had different what	Denominators	3.0
You have decided if Im doing this was it 45100	How do you know	2.0
I know its not this now because they dont have what	The same denominator	3.0
Dylan	You can only add the numerator together if the denominator is the same	4.0
Can you give me an example	Okay	0.0
Okay	210  510	3.0
Could I add these together	Yes	0.0
Grayson can you share the rule for everybody	You need to have the same denominator to be able to add a fraction and get an equivalent	4.0
If this has 100 at the bottom Grayson how would I do that	You would change 210 to 20100	3.0
10 x what is 100	10	3.0
Ready	Yes	0.0
1 and 2	Okay	0.0
Okay	Check your answer	0.0
Sofia	I got 1110	3.0
Justin what did you write	1 and 110	3.0
Is either answer acceptable	Yes	0.0
Logan what do you notice	That the denominators arent the same	3.0
Logan can you explain how you did Number 2	Sure	0.0
Sure	I did it 3 x 10 because I know that 3 x 10 gives me 30	4.0
I did it 3 x 10 because I know that 3 x 10 gives me 30	I did 3 x 10 and then I got 30 and then I added the other to 90100 and then I got 1 and 20100	4.0
John could you write it like this	Yes	0.0
Do you always have to go and make the 100 the denominator	No	0.0
Over here if I get a 10 I can get an equivalent fraction so instead of multiplying what am I going to be doing	Dividing	3.0
100  what is 10	10	3.0
What is 90  10	9	3.0
Is that the same	Yes	0.0
If I have 9 dimes or 90 pennies is it the same	Yes	0.0
I	Divide	3.0
We said next Tuesday	Tuesday or Monday	0.0
Tuesday	Terrific	0.0
Terrific Tuesday	No	0.0
No	How about	0.0
Hudson	Its at the start	4.0
Its at the start	As you can see on the 20100 its at the Maybe it could be at the beginning	4.0
As you can see on the 20100 its at the Maybe it could be at the beginning	It takes the bottom at the beginning whats higher at the wait no wait	4.0
Dan	Youre going to have to divide 100 by 10	3.0
This doesnt work	Its 80 divided by 10	3.0
Is it 810 plus 20100	Yes	0.0
If you add 13  13 how much is that	Yes	0.0
Were doing a whole class but thank you for checking	Youre welcome	0.0
I want you to be listening for some key words that he says	I have the half because I know that  is 12 and then Ill get the third because the  its 13 each	4.0
I have the half because I know that  is 12 and then Ill get the third because the  its 13 each	Then I found out that 1 13 would cover 12 and I know that 23 is not half	4.0
Olivia	More than	3.0
Can you explain what you did there	I know that the other side is 12 and then I said it cant fit because theyll go over the half and it wouldnt fit because we only have 12 left	4.0
Youre on The Price Is Right up now	The Price Is Right	0.0
Owen can you share what really you could do	If we got it or if the	2.0
What do we have here	Half	3.0
Well one daughter will Is it clear shes going to keep half	Yes	0.0
Sebastian	I thought it would be 15 and then we can get 16 because	3.0
You said a 15 and 16	25 and 26	3.0
How much is 26	13	3.0
What would I have to do	A common denominator	3.0
Is 815 more or less than 12	More	3.0
Ryan what are you thinking	What you could do then is do that	4.0
What you could do then is do that	Then just split it fairly among the two other sisters	4.0
Then just split it fairly among the two other sisters	Yes those	4.0
What are these	Fourths	3.0
How much	The other half	3.0
Logan	The oldest daughter gets more than the two sisters	3.0
I have your paper right here	I knew that the oldest daughter got 12 and the two younger daughters got  13 so I have both 12 right here	4.0
I knew that the oldest daughter got 12 and the two younger daughters got  13 so I have both 12 right here	This was 1 12s right here	4.0
This was 1 12s right here	Instead of dividing it by 3 right here I  and I knew that this was 12	4.0
Instead of dividing it by 3 right here I  and I knew that this was 12	When I did these two right here and I knew that these two daughters could share this	4.0
When I did these two right here and I knew that these two daughters could share this	I thought that they would get 16	4.0
The other two would get 16	Yes	0.0
What color is the 16 piece	I think its blue	3.0
Blue	Light blue	3.0
Youre doing a little advice thinking here	No Im confused	2.0
Youre confused	Yes	0.0
If she has 12 to share is there enough Were using too much land here	No because I wanted both of them here	3.0
You want this	Yes	0.0
Does that anymore	Left over	3.0
Well how much is left over	There would be 15	3.0
Were almost done	Maybe instead of you doing Where did you	0.0
Well does this work	No	0.0
Why not	Because this isnt	0.0
Can you explain what you did	I tried a couple of different things  it will get 12 because turning your fraction into equivalent	4.0
Did you get that somewhere	No	0.0
What denominator did you use	30	4.0
30	These turn to 5 and then these ones	4.0
If I write them out like this what denominator did you use	I used 30	3.0
What do you end up with	You get 6 x	3.0
Mia can you share	When I first started out I thought that the oldest daughter will get 13 and the other two will get 18	4.0
When I first started out I thought that the oldest daughter will get 13 and the other two will get 18	When we started to do the equation we found thats not	4.0
What did we figure out	It was not 12	3.0
What would 12 be	1224	3.0
Lucas did you write it down on your paper	Yes	0.0
What did you come up with	124  18  18  18	4.0
Whats 18  18	14	3.0
Where its like Oh is it close to	Yes	0.0
What do you think Steven	I think yes because they match up with each other	4.0
What are you thinking	dont know just because one is  in design doesnt mean your angles arent	4.0
What part of the angle is actually bigger	The	0.0
What are those	Rays	3.0
Anybody want to share	I thought it was 90 degrees	3.0
Ava	Right angle	3.0
Youre going to quietly quickly go put your dry erase boards away	Okay	0.0
How many degrees is a circle	360	3.0
Right now I want you to take your body and I want you to face the board and I want you to make one rotation clockwise	Whee	0.0
Now were going to go the opposite direction of the clock	Ten oclock	0.0
Is anyone dizzy like Mrs Tolliver	Yes	0.0
Beep beep beep beep beep	Beep beep	0.0
Where would the hands be	You could have the hour hand on the 6 or the 12 and the minute hand on the three	3.0
Then if I go another 90 whats 180  90	270	3.0
270	270	1.0
Then if I go all the way around its a	360	3.0
Can Asher do a 360 on a skateboard	Yes	0.0
Where would a halfturn be	What do you mean	2.0
What do you mean	This	3.0
How many quarters are there in the clock	Four	3.0
Does that make sense	Yes	0.0
What kind of angle is that	Acute	3.0
What kind of angle do we have	Obtuse	3.0
Now youre working at your group	Can I go back to that	0.0
Hey daddy	Meatballs	0.0
Pick out what pieces you need	Wedges	3.0
The full would be the red	No	0.0
No	Full wedges	3.0
I see youre trying to take these What is that	An alarm	0.0
Compare it to what you did	What I did was I took my  fraction circle and I figured out how many whole ones I could wedge in there	4.0
What I did was I took my  fraction circle and I figured out how many whole ones I could wedge in there	It was about three	4.0
Thanks Victoria	It was this one I got a zero because I got a four and a half down there	4.0
It was this one I got a zero because I got a four and a half down there	Yes	1.0
What did you think Asher	Nothing can fit in	3.0
Annabelle	Well I was revising my thinking	0.0
Were you	Yes	0.0
Can you explain what that is	Its one third and I figured out this entire angle was one third by just placing it	4.0
Owen	Can I take my paper	0.0
What if you use the yellow one	I already	0.0
This is how much of the fourth wedge is inside the angle	I said there can only fit one because you cant put another one or because itd have to be half if there was another one	4.0
What kind of angle is this and how do you know	about like angle	0.0
about like angle	Right now I just want to say that the inside is  when youre saying yellow here  here its just very adjustable to the sun	3.0
Who just had it up here with a piece	Owen	0.0
Owen can I borrow someones paper with a yellow	Here	0.0
Can we tell what kind of angle this is	Obtuse	3.0
Dan	I can explain because that makes about a right angle and this is  angle	4.0
What did he say Zoe	He said the other one is also obtuse because its more than 90 degrees	4.0
What did Dan say about this piece	Because it doesnt really look like a right angle	4.0
Well is this a right angle	Yes	0.0
Do you want to add on Logan	I was just going to say	0.0
Olivia	angle	3.0
Clockwise	Clockwise	0.0
Counterclockwise	Counterclockwise	0.0
Is it clockwise or counterclockwise	Clockwise	3.0
Next one	Clockwise	3.0
Clockwise	Clockwise	3.0
Whose piece did	Thats	0.0
What did she say Logan	Like all the angles have that	3.0
Like all the angles have that	I think that separates the thing from the angles	3.0
I think that separates the thing from the angles	Its like that thing where its going	3.0
The arc	Yes but five and six its like outside of it	3.0
Sebastian	Its an obtuse	3.0
Dan how do we start math today	We started math with	0.0
What do you think were learning today	How time and A proper time or	3.0
What are you thinking	I revisited another lesson on multiplication	3.0
Riley	Multistep problems	3.0
Julia	Nervous	0.0
Can I have number Whos number 27	You are	0.0
You are	I am	0.0
You are	Yes	0.0
Then be prepared to share what you agree with and what you dont agree with and how could we revise it	I didnt really understand because I wasnt here for these parts	2.0
Do you want to share what you got or how did you do it	What I did was The principal has several questions for	0.0
What does the question say	I saw how much more of would it costs to hire tumblers and a singing group	4.0
I saw how much more of would it costs to hire tumblers and a singing group	What I did is that I circled both of these and then I circled whats inside the row	4.0
What I did is that I circled both of these and then I circled whats inside the row	I did 22 plus 16	4.0
I did 22 plus 16	Then I had 78	4.0
It takes a lot	What I was doing for right here was I was using it so that I could do the multiplication and get it through	4.0
What I was doing for right here was I was using it so that I could do the multiplication and get it through	I took it from right here	4.0
I took it from right here	How I did to get my estimate was I just noticed that this cant really be estimated except for this one	4.0
How I did to get my estimate was I just noticed that this cant really be estimated except for this one	This one can be estimated	4.0
Go ahead	What I was doing here was I was doing the multiplication square thing basically	4.0
What I was doing here was I was doing the multiplication square thing basically	Then after I got all those I started adding them up so that I could get my answer which is 528	4.0
Looking at this When you look at the tumblers and singing group what did you multiply	I did the tumblers	3.0
Tell me what you multiplied for tumblers	I did eight times three which is 24 and then I took this put it right here and then I put the 20 in the four over here	4.0
I did eight times three which is 24 and then I took this put it right here and then I put the 20 in the four over here	Then I started adding them up	4.0
What youre saying is you did basically eight times three is 24 and you multiplied by 22	Yes	0.0
Did you do the same thing for the other one	No I didnt have the time	0.0
Who has something Do you guys agree with that	Yes	1.0
Dylan	Because he added the eight performers and hours of entertainment and got 24	4.0
Because he added the eight performers and hours of entertainment and got 24	Then did 22 hours times three because Put that down there and then he got He added them and got 528	4.0
Move your clip up	What I did is before I did my problems I multiplied the first column times the cost	4.0
What I did is before I did my problems I multiplied the first column times the cost	Here I multiplied the cost and the number for quantity and I figured out that the same group was 48 because this one doesnt say it would do the hours	4.0
Here I multiplied the cost and the number for quantity and I figured out that the same group was 48 because this one doesnt say it would do the hours	I would add in the hours if it said like packages or hours	4.0
Owen	I agree and disagree because when I did this I added and I multiplied 8X22 then I did that answer from	1.0
I have one friend who did 8X3 then did times 16 is it the same thing if you 8X22 Oh sorry Ive put the wrong one	8X3	3.0
Its true Logan why would I get the same answer doing it this way or this way	Because theyre basically the same number we just did a different order	4.0
Right now when were looking at this did everybody bring a pencil	Yes	0.0
When we hear how much more what do you automatically think in your head how much more	Subtraction	3.0
Owen what are we multiplying	I did 63X3	3.0
For the singing	Yes	0.0
Can you explain how you got 63	I did 4X16 then I did that times 3	4.0
Would that work	Yes	1.0
Would it be possible to keep it as three	Yes	0.0
Could you still do it easily in your head	Yes	0.0
What can we round to	keep it as four	3.0
Why would that make it easy in your head Dan	Because 4X5 is 20	4.0
Can everybody do 20X20	Yes	0.0
Now show me with your fingers is it making more sense	Yes	0.0
Can I have a friend read that out loud Julia can you please read it	How much would it cost to buy the burritos and the sandwiches	0.0
What key words did you hear	How much	3.0
When I hear and in my head Im thinking Im going to subtract or add at the end	Add	3.0
Put it under that camera and compare yours to Julias to see if you agree or disagree and why	For this one I did 13X3 equals 39 theyre the burritos and then I did 18X6 up here and I equaled 108	4.0
For this one I did 13X3 equals 39 theyre the burritos and then I did 18X6 up here and I equaled 108	That was for sandwiches	4.0
That was for sandwiches	For the sandwiches	4.0
Can we label the sandwiches	Then I did 100 andthen I added wait	3.0
Did you add these two numbers	What I did was I did  and then I did 18	0.0
What I did was I did  and then I did 18	Then I got 857	3.0
Then I got 857	Because	0.0
Are you doing a little revising right now	No Im not supposed to have the eight here I dont know how you do that	2.0
No Im not supposed to have the eight here I dont know how you do that	I got 57	3.0
Can you explain how you got 57	I dont think it was right but I did a I thought that I was going to do 39 and 108X39 but then I just realized that doesnt equal 57 that	4.0
Look at your own	What I did is so this is for the burritos	0.0
What I did is so this is for the burritos	I did 8X3 which is 8X3	3.0
No down here	The 8 times and the 3 because theres eight	4.0
The 8 times and the 3 because theres eight	Theres 3 for each	4.0
Okay	so I do that and then I did times 13 because there may be 13 packages	4.0
so I do that and then I did times 13 because there may be 13 packages	Then for the sandwiches I did 3X18 because 5X6 is 30 and then times 18 because there was 18 packages	4.0
Whatd you get for your answer	81500	3.0
What did you get	852	3.0
Was anyone thinking something at the beginning but now you realized what Sebastian do you want to share	Yes well at first I thought that you would include the hour but now that Ive seen everyone come up and	1.0
Riley Riley not right now	explain their answers I figured out that you have to add the hours	1.0
If we do 10X2 is 20 and 20X9 is what	180	3.0
Julia	garden has an area of 450 square feet	0.0
garden has an area of 450 square feet	On one side is 9 feet long how long is the other one	0.0
Liam	You have the area	3.0
Area	It said that one side was nine	3.0
Dan	Something I would like to add is we have the area	1.0
I think youre so on target	multiply the	3.0
Sebastian	When you target the area and the  the area and basically divide	4.0
When you target the area and the  the area and basically divide	Then if theres a zero on that area you act on the  just like yesterday but it involves a shape	4.0
Then if theres a zero on that area you act on the  just like yesterday but it involves a shape	Its basically a division problem from yesterday but just with the rectangle	4.0
What is it	What was it	2.0
What was it	It was	0.0
What is the formula	Because they know 9	1.0
Phone a friend someone raising their hand	Lengthwidth	3.0
Victoria how do we go about doing this	We could  side by taking out the zero and	3.0
Ryan whos your partner	Connor	0.0
Who wants to share first	I dont	0.0
I dont	I did nine divided by 72 equals eight	4.0
I did nine divided by 72 equals eight	Then I added the zero on the next one  nine divided by 728	4.0
Ryan	I did 9  9  unknown  unknown	4.0
I did 9  9  unknown  unknown	I added two that equaled 20	4.0
I added two that equaled 20	Then I added 700 more and then 720	4.0
Then I added 700 more and then 720	Then I split half of that	4.0
What do you think	Wed didnt really do any	0.0
When you look at this did everybody have a rectangle of 720	Yes	0.0
Audrey	When you divide the bigger number youre supposed to	3.0
So the dividend everybody say dividend	Dividend	0.0
Can I have all eyes up here to show youre really listening because Im only going to be talking for like two minutes are all eyes up there	Yes	0.0
Group number five Im going to have Dylan Ryan Connor and Mia T Group number six Im going to have Everett Riley Lucas and Alice and group seven Julia Hudson Landon	I always have to be with Chris	0.0
Lucas lets be respectful I heard it its not okay	Is this are you	0.0
I need your help today can you help with something can you bring your paper	Goodbye Dan	0.0
Im going to move this over watch out guys sometimes	What	0.0
Who will you ask	Victoria and I will  and	0.0
Victoria and I will  and	Im here I got	0.0
Okay so you can	Are providers at right stuff	0.0
Are providers at right stuff	My gosh	0.0
Ill put it right here and then you guys can get started	What do you need	0.0
What do you need	Hunter so mean	0.0
Hunter so mean	My God	0.0
My God	Okay guys lets go get these so that we can add things	0.0
Okay guys lets go get these so that we can add things	No so Victoria what did you think for the first problem	2.0
No so Victoria what did you think for the first problem	Okay so what I did for the first problems I did 29  31  27  67 then I knew since we wanted it at least five oranges in each basket	4.0
Okay so what I did for the first problems I did 29  31  27  67 then I knew since we wanted it at least five oranges in each basket	Five five different I did 67   5 and I knew there is 50  after that I would say  67  10 to go on the side and I did 67 subtract 50 and I had 70 and I put  five into the 17 plus I could have got I put it even so I  1572	4.0
Five five different I did 67   5 and I knew there is 50  after that I would say  67  10 to go on the side and I did 67 subtract 50 and I had 70 and I put  five into the 17 plus I could have got I put it even so I  1572	That 13	4.0
That 13	I respectfully disagree because I think your addition is wrong because 31  2927 I just said is	1.0
Okay Steven what did you get	87	3.0
Okay so can you see if you can find your mistake do you think theres a mistake	I find the 30 40 50 60 70	3.0
I find the 30 40 50 60 70	Yes	1.0
Okay good and so with her addition being off do you think it threw everything else off	Yes	0.0
Okay so well give you a second to fix that and so basically on A I like how youve explained how you divided did everybody divide to get an answer okay when you divided what did you get	I got 17 or maybe	3.0
17	I got 17	3.0
I got 17	It says if you didnt  some baskets are 17 and theres any extra  plus five so I took two out of the 17 or put one in each so the two of them are 16 and 15 in each one	4.0
Okay Steven can you share what we did here with the picture	What we did is we brought out 95	3.0
Group of five so we drew out groups of five to show and model all the bags so each one of five	I added one and two of them	3.0
When you did your revised thinking what did you come up with for your answer	17 and then again a remainder	3.0
With those extra remainders what did you guys do with them	I went for	0.0
Excellent and so thinking about interpreting remainders what did you guys do with those	We spread them out	3.0
Okay so now lets go to B	I said there will be 15 baskets	3.0
Can you explain how you did that Owen	Because we provide	0.0
